Game,Manufacturer,Platform,Year,Genre,Publisher,NorthAmerica,Europe,Japan,RestOfWorld,Global
Tropix,Nintendo,DS,2008,Puzzle,Capcom,0.06,0,0,0,0.07
E.X. Troopers,Nintendo,3DS,2012,Shooter,Capcom,0,0,0.07,0,0.07
Street Fighter II': Special Champion Edition (JP weekly sales),Sega,GEN,1993,Action,Capcom,0,0,0.07,0,0.07
Buster Bros. Collection,Sony,PS,1997,Puzzle,Capcom,0.04,0.03,0,0,0.07
Mega Man: Battle & Chase,Sony,PS,1997,Racing,Capcom,0,0,0.06,0,0.07
God Hand,Sony,PS2,2006,Action,Capcom,0,0,0.07,0,0.07
Resident Evil 6,Microsoft,XOne,2016,Shooter,Capcom,0.06,0,0,0.01,0.07
DuckTales: Remastered,Nintendo,WiiU,2013,Action,Capcom,0.06,0,0,0.01,0.07
Haunting Ground,Sony,PS2,2005,Action,Capcom,0.03,0.03,0,0.01,0.07
Resident Evil 5 HD,Sony,PS4,2016,Action,Capcom,0.05,0,0.01,0.01,0.07
Dead Rising 2,Sony,PS4,2016,Action,Capcom,0.04,0,0.02,0.01,0.07
Chronicles of Mystery: The Secret Tree of Life,Nintendo,DS,2011,Adventure,City Interactive,0.03,0.04,0,0.01,0.07
Second Sight,Microsoft,XB,2004,Adventure,Codemasters,0.05,0.02,0,0,0.07
Damnation,Microsoft,X360,2009,Shooter,Codemasters,0.06,0.01,0,0.01,0.07
Overlord: Minions,Nintendo,DS,2009,Puzzle,Codemasters,0.07,0,0,0.01,0.07
Hyperdimension Neptunia Victory,Sony,PSV,2014,Role-Playing,Compile Heart,0,0,0.07,0,0.07
Genkai Tokki: Moero Crystal,Sony,PSV,2015,Role-Playing,Compile Heart,0,0,0.07,0,0.07
Battlezone: Rise of the Black Dogs,Nintendo,N64,2000,Strategy,Crave,0.06,0.01,0,0,0.07
America's Next Top Model,Nintendo,Wii,2010,Action,Crave,0.07,0,0,0,0.07
Crayola: Colorful Journey,Nintendo,Wii,2009,Misc,Crave,0.07,0,0,0,0.07
Archer Maclean's 3D Pool,Nintendo,GBA,2003,Misc,Crave,0.05,0.02,0,0,0.07
Cartoon Network: Punch Time Explosion XL,Microsoft,X360,2011,Fighting,Crave,0.07,0,0,0.01,0.07
Future Tactics: The Uprising,Sony,PS2,2004,Strategy,Crave,0.03,0.03,0,0.01,0.07
Cartoon Network: Punch Time Explosion XL,Sony,PS3,2011,Fighting,Crave,0.06,0,0,0.01,0.07
Dream C Club,Microsoft,X360,2009,Simulation,D3Publisher,0,0,0.07,0,0.07
Vampire Knight DS,Nintendo,DS,2009,Adventure,D3Publisher,0,0,0.07,0,0.07
The Putter Golf,Sony,PS,2001,Sports,D3Publisher,0.04,0.03,0,0,0.07
Card Games,Sony,PS,2000,Misc,D3Publisher,0.04,0.03,0,0,0.07
Bullet Girls,Sony,PSV,2014,Action,D3Publisher,0,0,0.07,0,0.07
The Croods: Prehistoric Party!,Nintendo,Wii,2013,Misc,D3Publisher,0.01,0.06,0,0.01,0.07
The Croods: Prehistoric Party!,Nintendo,DS,2013,Misc,D3Publisher,0.03,0.04,0,0.01,0.07
Dream Trigger 3D,Nintendo,3DS,2011,Shooter,D3Publisher,0.04,0.02,0,0.01,0.07
Party Pigs: Farmyard Games,Nintendo,Wii,2009,Misc,Data Design,0.07,0,0,0,0.07
Risen 3: Titan Lords,Microsoft,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0,0,0.07
Escape Dead Island,Microsoft,X360,2014,Action,Deep Silver,0.03,0.04,0,0.01,0.07
Agents of Mayhem,Sony,PS4,2017,Action,Deep Silver,0.03,0.03,0,0.01,0.07
The Hustle: Detroit Streets,Sony,PSP,2005,Sports,Deep Silver,0.07,0,0,0.01,0.07
Fantasy Aquarium World,Nintendo,Wii,2009,Simulation,Destineer,0.06,0,0,0,0.07
Rec Room Games,Nintendo,DS,2011,Sports,Destineer,0.07,0,0,0,0.07
Homie Rollerz,Nintendo,DS,2008,Racing,Destineer,0.07,0,0,0.01,0.07
Disney's Planes,Nintendo,3DS,2013,Simulation,Disney,0.04,0.03,0,0.01,0.07
Learn Geography,Nintendo,DS,2009,Misc,DreamCatcher,0.07,0,0,0,0.07
Let's Ride! Dreamer,Nintendo,GBA,2005,Adventure,DTP,0.05,0.02,0,0,0.07
Winter Sports 2011,Nintendo,Wii,2011,Sports,DTP,0,0.06,0,0.01,0.07
Emily the Strange: Strangerous,Nintendo,DS,2011,Action,DTP,0.04,0.02,0,0.01,0.07
Hasbro Family Game Night Fun Pack,Microsoft,X360,2011,Misc,EA,0.06,0,0,0,0.07
Harry Potter and the Sorcerer's Stone,Microsoft,XB,2003,Action,EA,0.05,0.02,0,0,0.07
FIFA Soccer 2004,Nintendo,GC,2003,Sports,EA,0.05,0.01,0,0,0.07
Catwoman,Nintendo,GC,2004,Action,EA,0.05,0.01,0,0,0.07
NHL 2005,Nintendo,GC,2004,Sports,EA,0.05,0.01,0,0,0.07
Spawn: Armageddon,Nintendo,GC,2003,Action,EA,0.05,0.01,0,0,0.07
FIFA Soccer 06,Nintendo,GBA,2005,Sports,EA,0.05,0.02,0,0,0.07
Viewpoint,Sony,PS,1995,Shooter,EA,0.04,0.03,0,0,0.07
Space Hulk: Vengeance of the Blood Angels,Sony,PS,1995,Shooter,EA,0.04,0.03,0,0,0.07
Superman Returns,Nintendo,DS,2006,Action,EA,0.07,0,0,0.01,0.07
NHL Legacy,Sony,PS3,2015,Action,EA,0.06,0,0,0.01,0.07
Burnout Paradise: The Ultimate Box,Sony,PS3,2009,Racing,EA,0,0.05,0.01,0.01,0.07
MAPLUS: Portable Navi,Sony,PSP,2006,Misc,Edia,0,0,0.07,0,0.07
Commandos 2: Men of Courage,Microsoft,XB,2002,Strategy,Eidos,0.05,0.02,0,0,0.07
Machine Head,Sony,PS,1996,Shooter,Eidos,0.04,0.03,0,0,0.07
Bionicle Heroes,Microsoft,X360,2006,Shooter,Eidos,0.05,0.01,0,0.01,0.07
Tomb Raider: Legend,Nintendo,DS,2006,Action,Eidos,0.04,0.02,0,0.01,0.07
Jumper: Griffin's Story,Sony,PS2,2008,Action,Eidos,0.03,0.03,0,0.01,0.07
Strike Point,Sony,PS,1996,Simulation,Elite,0.04,0.03,0,0,0.07
Big Mutha Truckers 2,Microsoft,XB,2005,Racing,Empire,0.05,0.02,0,0,0.07
Jackass the Game DS,Nintendo,DS,2008,Action,Empire,0.06,0,0,0.01,0.07
Pipe Mania,Sony,PSP,2008,Puzzle,Empire,0.06,0,0,0.01,0.07
Fighter Maker 2,Sony,PS2,2002,Fighting,Enterbrain,0.03,0.03,0,0.01,0.07
Dragon Slayer: The Legend of Heroes,Nintendo,SNES,1992,Role-Playing,Epoch,0,0,0.07,0,0.07
OverBlood 2,Sony,PS,1998,Action,Evolution Games,0,0,0.06,0,0.07
Mayhem 3D,Microsoft,X360,2011,Racing,Evolved Games,0.06,0,0,0,0.07
The Legend of Heroes: Trails in the Sky Third Chapter,Sony,PSP,2008,Role-Playing,Falcom,0,0,0.07,0,0.07
The Legend of Heroes VII: The Trail of Zero,Sony,PSV,2012,Role-Playing,Falcom,0,0,0.07,0,0.07
Sherlock Holmes: Crimes & Punishments,Sony,PS3,2014,Adventure,Focus Home,0.03,0.03,0,0.01,0.07
Doraemon: Nobita no Uchuu Eiyuuki,Nintendo,3DS,2015,Action,FuRyu,0,0,0.07,0,0.07
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,Nintendo,3DS,2013,Action,FuRyu,0,0,0.07,0,0.07
Cardfight!! Vanguard: Lock On Victory!!,Nintendo,3DS,2014,Misc,FuRyu,0,0,0.07,0,0.07
Caligula,Sony,PSV,2016,Role-Playing,FuRyu,0,0,0.07,0,0.07
Rime,Sony,PS4,2017,Adventure,FuRyu,0.02,0.04,0,0.01,0.07
Let's Sing 2016,Sony,PS4,2015,Action,FuRyu,0.06,0,0,0.01,0.07
Summon Night 6: Lost Borders,Sony,PSV,2016,Action,Gaijinworks,0,0,0.07,0,0.07
Moxie Girlz,Nintendo,DS,2011,Misc,GameMill,0.07,0,0,0,0.07
Warhammer: The End Times - Vermintide,Sony,PS4,2016,Action,Games Workshop,0.03,0.03,0,0.01,0.07
Duke Nukem 3D: 20th Anniversary World Tour,Microsoft,XOne,2016,Shooter,Gearbox,0.06,0,0,0.01,0.07
Bulletstorm: Full Clip Edition,Sony,PS4,2017,Shooter,Gearbox,0.03,0.03,0,0.01,0.07
Record of Agarest War,Sony,PS3,2007,Role-Playing,Ghostlight,0,0.03,0.03,0.01,0.07
Army Men: RTS,Nintendo,GC,2004,Strategy,Global Star,0.05,0.01,0,0,0.07
Serious Sam: Next Encounter,Sony,PS2,2004,Shooter,Global Star,0.04,0.03,0,0.01,0.07
Reader Rabbit 1st Grade,Nintendo,Wii,2010,Misc,Graffiti,0.06,0,0,0,0.07
Junior Classic Books & Fairytales,Nintendo,DS,2010,Misc,GSP,0.06,0.01,0,0.01,0.07
Jewel Link Chronicles: Legend of Athena,Nintendo,DS,2011,Puzzle,GSP,0,0.06,0,0.01,0.07
Ragnarok: Hikari to Yami no Koujo,Sony,PSP,2011,Role-Playing,GungHo,0.02,0,0.05,0,0.07
Judie no Atelier: Guramnat no Renkinjutsushi,Sony,PS2,2002,Role-Playing,Gust,0,0,0.07,0,0.07
12-Sai. Honto no Kimochi,Nintendo,3DS,2014,Adventure,Happinet,0,0,0.07,0,0.07
Disney's Party,Nintendo,GBA,2003,Misc,Hudson,0.05,0.02,0,0,0.07
Zettai Onkan Otoda Master,Nintendo,DS,2007,Role-Playing,Hudson,0,0,0.07,0,0.07
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,Sony,PSP,2010,Misc,Hudson,0,0,0.07,0,0.07
Vanguard Bandits,Sony,PS,1998,Strategy,Human Entertainment,0.04,0.03,0,0,0.07
Hakuouki DS,Nintendo,DS,2010,Adventure,Idea Factory,0,0,0.07,0,0.07
Hakuouki: Yuugi Roku,Sony,PSP,2010,Adventure,Idea Factory,0,0,0.07,0,0.07
Hakuoki: Stories of the Shinsengumi,Sony,PS3,2010,Adventure,Idea Factory,0.03,0,0.03,0.01,0.07
Neverland Card Battles,Sony,PSP,2008,Role-Playing,Idea Factory,0.05,0,0,0.01,0.07
Yonmegami Online: Cyber Dimension Neptune,Sony,PS4,2017,Role-Playing,Idea Factory International,0,0,0.07,0,0.07
Chuugaku Eitango Target 1800 DS,Nintendo,DS,2006,Misc,IE Institute,0,0,0.07,0,0.07
SNK Arcade Classics Vol. 1,Nintendo,Wii,2008,Misc,Ignition,0.06,0,0,0,0.07
Tornado,Nintendo,DS,2008,Action,Ignition,0.07,0,0,0,0.07
The King of Fighters Collection: The Orochi Saga,Sony,PSP,2008,Fighting,Ignition,0.07,0,0,0,0.07
John Madden Football,Nintendo,SNES,1991,Sports,Imagineer,0,0,0.07,0,0.07
TigerShark,Sony,PS,1997,Simulation,Infogrames,0.04,0.03,0,0,0.07
Norse by Norsewest: The Return of the Lost Vikings,Sony,PS,1997,Action,Interplay,0.04,0.03,0,0,0.07
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,Sony,PSP,2009,Action,Irem,0,0,0.07,0,0.07
Suzumiya Haruhi no Gekidou,Nintendo,Wii,2009,Adventure,Kadokawa,0,0,0.07,0,0.07
Shin Lucky * Star: Moe Drill ~Tabidachi~,Nintendo,DS,2007,Action,Kadokawa,0,0,0.07,0,0.07
PhotoKano,Sony,PSV,2013,Adventure,Kadokawa,0,0,0.07,0,0.07
Port Royale 3,Microsoft,X360,2012,Simulation,Kalypso,0.06,0,0,0.01,0.07
Port Royale 3,Sony,PS3,2012,Simulation,Kalypso,0.06,0,0,0.01,0.07
Shadowgate 64: Trials of the Four Towers,Nintendo,N64,1999,Adventure,Kemco,0.06,0.01,0,0,0.07
F1 2017,Microsoft,XOne,2017,Racing,Koch Media,0.01,0.06,0,0,0.07
Jurassic Park: Operation Genesis,Microsoft,XB,2003,Simulation,Konami,0.05,0.01,0,0,0.07
Karaoke Revolution Party,Microsoft,XB,2005,Misc,Konami,0.05,0.01,0,0,0.07
Teenage Mutant Ninja Turtles: Tournament Fighters,Nintendo,NES,1992,Fighting,Konami,0.04,0.01,0.02,0,0.07
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Nintendo,Wii,2010,Sports,Konami,0,0,0.07,0,0.07
TMNT: Mutant Melee,Nintendo,GC,2005,Fighting,Konami,0.06,0.01,0,0,0.07
Karaoke Revolution Party,Nintendo,GC,2005,Misc,Konami,0.05,0.01,0,0,0.07
Winx Club,Nintendo,GBA,2005,Shooter,Konami,0.05,0.02,0,0,0.07
Disney Sports Skateboarding,Nintendo,GBA,2002,Sports,Konami,0.05,0.02,0,0,0.07
Frogger Advance: The Great Quest,Nintendo,GBA,2002,Action,Konami,0.05,0.02,0,0,0.07
Metal Gear Solid,Nintendo,GB,2000,Action,Konami,0,0,0.07,0,0.07
Power Pro GB,Nintendo,GB,1998,Sports,Konami,0,0,0.07,0,0.07
Mahjong Fight Club DS: Wi-Fi Taiou,Nintendo,DS,2006,Misc,Konami,0,0,0.07,0,0.07
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,Nintendo,DS,2009,Sports,Konami,0,0,0.07,0,0.07
Trick DS-han: Kakushi Kami no Sumukan,Nintendo,DS,2010,Misc,Konami,0,0,0.07,0,0.07
Lost in Blue 2,Nintendo,DS,2007,Adventure,Konami,0.01,0.01,0.05,0,0.07
Pro Yaky? Spirits 2011,Nintendo,3DS,2011,Sports,Konami,0,0,0.07,0,0.07
Hikaru no Go: Heian Gensou Ibunroku,Sony,PS,2002,Adventure,Konami,0,0,0.06,0,0.07
The Final Round,Sony,PS,1996,Sports,Konami,0.04,0.03,0,0,0.07
C: The Contra Adventure,Sony,PS,1998,Shooter,Konami,0.04,0.02,0,0,0.07
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,Sony,PS3,2011,Sports,Konami,0,0,0.07,0,0.07
Pro Yaky? Spirits 4,Sony,PS3,2007,Sports,Konami,0,0,0.07,0,0.07
Tokimeki Memorial Girl's Side Premium: 3rd Story,Sony,PSP,2012,Adventure,Konami,0,0,0.07,0,0.07
Busou Shinki: Battle Masters,Sony,PSP,2010,Action,Konami,0,0,0.07,0,0.07
Pro Yaky? Spirits 2014,Sony,PSV,2014,Sports,Konami,0,0,0.07,0,0.07
Target: Terror,Nintendo,Wii,2008,Shooter,Konami,0.06,0,0,0.01,0.07
Ant Nation,Nintendo,DS,2009,Simulation,Konami,0.06,0.01,0,0.01,0.07
Silent Hill: Origins,Sony,PS2,2008,Action,Konami,0.03,0.03,0,0.01,0.07
ESPN National Hockey Night,Sony,PS2,2001,Sports,Konami,0.03,0.03,0,0.01,0.07
McFarlane's Evil Prophecy,Sony,PS2,2004,Action,Konami,0.03,0.03,0,0.01,0.07
BeatMania,Sony,PS2,2006,Simulation,Konami,0.03,0.03,0,0.01,0.07
Firefighter F.D.18,Sony,PS2,2004,Action,Konami,0.03,0.03,0,0.01,0.07
Wizardry: Llylgamyn Saga,Sony,PS,1998,Role-Playing,Locus,0,0,0.07,0,0.07
Wrath Unleashed,Sony,PS2,2004,Strategy,LucasArts,0.04,0.03,0,0.01,0.07
Damage Inc.: Pacific Squadron WWII,Microsoft,X360,2012,Simulation,Mad Catz,0.07,0,0,0.01,0.07
Pizza Delivery Boy,Nintendo,Wii,2010,Simulation,Majesco,0.06,0,0,0,0.07
Freddi Fish: Kelp Seed Mystery,Nintendo,Wii,2008,Adventure,Majesco,0.06,0,0,0,0.07
Caesars Palace Advance: Millennium Gold Edition,Nintendo,GBA,2001,Misc,Majesco,0.05,0.02,0,0,0.07
Dino Master: Dig Discover Duel,Nintendo,DS,2005,Strategy,Majesco,0.06,0,0,0,0.07
Operation: Vietnam,Nintendo,DS,2007,Shooter,Majesco,0.06,0,0,0,0.07
Kengo: Legend of The 9,Microsoft,X360,2006,Fighting,Majesco,0.06,0.01,0,0.01,0.07
Fantasy Aquarium by DS,Nintendo,DS,2008,Simulation,Mercury,0.07,0,0,0.01,0.07
Anubis II,Nintendo,Wii,2007,Platform,Metro 3D,0.06,0,0,0,0.07
Still Life,Microsoft,XB,2005,Adventure,Microids,0.05,0.02,0,0,0.07
Obscure,Sony,PS2,2004,Adventure,Microids,0.03,0.03,0,0.01,0.07
Maximum Chase,Microsoft,XB,2002,Racing,Microsoft,0.05,0.02,0,0,0.07
Exhibition Volume 4,Microsoft,XB,2003,Misc,Microsoft,0.05,0.02,0,0,0.07
Xbox Live Arcade Unplugged Volume 1,Microsoft,X360,2006,Misc,Microsoft,0.05,0.01,0,0.01,0.07
Boxing,Sony,PS,2000,Fighting,Midas,0.04,0.03,0,0,0.07
NHL Hitz Pro,Microsoft,XB,2003,Sports,Midway,0.05,0.01,0,0,0.07
Midway Arcade Treasures 3,Nintendo,GC,2005,Misc,Midway,0.05,0.01,0,0,0.07
NHL Open Ice,Sony,PS,1996,Sports,Midway,0.04,0.03,0,0,0.07
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,Sony,PS2,2007,Racing,Midway,0.03,0.03,0,0.01,0.07
RedCard 20-03,Sony,PS2,2002,Sports,Midway,0.03,0.03,0,0.01,0.07
Circuit Breakers,Sony,PS,1998,Racing,Mindscape,0.04,0.03,0,0,0.07
My First Songs,Nintendo,Wii,2010,Misc,Mindscape,0,0.07,0,0.01,0.07
Minecraft: Story Mode,Nintendo,WiiU,2016,Adventure,Mojang,0.04,0.03,0,0.01,0.07
Rock Band Track Pack: Classic Rock,Microsoft,X360,2009,Misc,MTV,0.07,0,0,0.01,0.07
Rock Band Country Track Pack 2,Sony,PS3,2011,Misc,MTV,0.07,0,0,0.01,0.07
Stacked with Daniel Negreanu,Sony,PS2,2006,Misc,Myelin Media,0.04,0.03,0,0.01,0.07
The Idolm@ster: Live for You!,Microsoft,X360,2008,Misc,Namco Bandai,0,0,0.07,0,0.07
Dragon Ball Z: Battle of Z,Microsoft,X360,2014,Fighting,Namco Bandai,0.01,0.05,0,0,0.07
I-Ninja,Microsoft,XB,2003,Platform,Namco Bandai,0.05,0.02,0,0,0.07
Tank! Tank! Tank!,Nintendo,WiiU,2012,Action,Namco Bandai,0.02,0.01,0.05,0,0.07
One Piece: Unlimited World Red,Nintendo,WiiU,2014,Action,Namco Bandai,0,0.04,0.03,0,0.07
SD Gundam: Gashapon Wars,Nintendo,GC,2005,Strategy,Namco Bandai,0,0,0.07,0,0.07
Lupin Sansei: Shijou Saidai no Zunousen,Nintendo,DS,2010,Adventure,Namco Bandai,0,0,0.07,0,0.07
Game Center CX: Arino no Chousenjou 2,Nintendo,DS,2009,Action,Namco Bandai,0,0,0.07,0,0.07
Gintama DS: Yorozuya Daisoudou,Nintendo,DS,2006,Action,Namco Bandai,0,0,0.07,0,0.07
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,Nintendo,DS,2010,Action,Namco Bandai,0,0,0.07,0,0.07
Digimon World Championship,Nintendo,DS,2008,Role-Playing,Namco Bandai,0,0,0.07,0,0.07
Real Time Conflict: Shogun Empires,Nintendo,DS,2005,Strategy,Namco Bandai,0.06,0,0,0,0.07
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,Nintendo,DS,2010,Role-Playing,Namco Bandai,0,0,0.07,0,0.07
J Legend Retsuden,Nintendo,3DS,2013,Misc,Namco Bandai,0,0,0.07,0,0.07
Haikyuu!! Tsunage! Itadaki no Keshiki!!,Nintendo,3DS,2014,Adventure,Namco Bandai,0,0,0.07,0,0.07
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,Nintendo,3DS,2012,Action,Namco Bandai,0,0,0.07,0,0.07
Magi: The Labyrinth of Beginning,Nintendo,3DS,2013,Role-Playing,Namco Bandai,0,0,0.07,0,0.07
Gundam Try Age SP,Nintendo,3DS,2014,Strategy,Namco Bandai,0,0,0.07,0,0.07
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,Nintendo,3DS,2014,Action,Namco Bandai,0,0,0.07,0,0.07
Penguins of Madagascar,Nintendo,3DS,2014,Action,Namco Bandai,0,0.06,0,0,0.07
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,Nintendo,3DS,2016,Action,Namco Bandai,0,0,0.07,0,0.07
Kinnikuman Muscle Grand Prix Max 2: Tokumori,Sony,PS2,2008,Fighting,Namco Bandai,0,0,0.07,0,0.07
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Sony,PS2,2009,Strategy,Namco Bandai,0,0,0.07,0,0.07
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,Sony,PS3,2013,Strategy,Namco Bandai,0,0,0.07,0,0.07
Saint Seiya: Brave Soldiers,Sony,PS3,2013,Fighting,Namco Bandai,0,0.01,0.06,0,0.07
Godzilla (2014),Sony,PS3,2014,Action,Namco Bandai,0,0.01,0.06,0,0.07
Kamen Rider: Battride War Genesis,Sony,PS4,2016,Action,Namco Bandai,0,0,0.07,0,0.07
Gundam Battle Tactics,Sony,PSP,2005,Action,Namco Bandai,0,0,0.07,0,0.07
Summon Night 4,Sony,PSP,2012,Role-Playing,Namco Bandai,0,0,0.07,0,0.07
Code Geass: Hangyaku no Lelouch - Lost Colors,Sony,PSP,2008,Adventure,Namco Bandai,0,0,0.07,0,0.07
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Sony,PSP,2009,Strategy,Namco Bandai,0,0,0.07,0,0.07
I Don't Have Many Friends Portable,Sony,PSP,2012,Adventure,Namco Bandai,0,0,0.07,0,0.07
Lost Heroes,Sony,PSP,2012,Role-Playing,Namco Bandai,0,0,0.07,0,0.07
Tales of Rebirth,Sony,PSP,2008,Role-Playing,Namco Bandai,0,0,0.07,0,0.07
Heroes Phantasia,Sony,PSP,2012,Role-Playing,Namco Bandai,0,0,0.07,0,0.07
AKB1/149: Love Election,Sony,PSV,2012,Adventure,Namco Bandai,0,0,0.07,0,0.07
Accel World vs. Sword Art Online: Millennium Twilight,Sony,PSV,2017,Action,Namco Bandai,0,0,0.07,0,0.07
Mahouka Koukou no Rettousei: Out of Order,Sony,PSV,2014,Adventure,Namco Bandai,0,0,0.07,0,0.07
Digimon All-Star Rumble,Microsoft,X360,2014,Fighting,Namco Bandai,0.05,0.01,0,0.01,0.07
Little Nightmares,Microsoft,XOne,2017,Platform,Namco Bandai,0.04,0.02,0,0.01,0.07
Pac-Man and the Ghostly Adventures 2,Nintendo,WiiU,2014,Adventure,Namco Bandai,0.04,0.02,0,0.01,0.07
Inversion,Sony,PS3,2012,Shooter,Namco Bandai,0.03,0.03,0,0.01,0.07
Pac-Man World 3,Sony,PSP,2005,Platform,Namco Bandai,0.07,0,0,0.01,0.07
Squishy Tank,Nintendo,DS,2010,Puzzle,Natsume,0.07,0,0,0,0.07
Animal Kingdom: Wildlife Expedition,Nintendo,Wii,2009,Adventure,Natsume,0.07,0,0,0.01,0.07
Tom and Jerry in War of the Whiskers,Nintendo,GC,2003,Fighting,NewKidCo,0.05,0.01,0,0,0.07
Cave Story+,Nintendo,NS,2017,Platform,Nicalis,0.04,0.02,0,0.01,0.07
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,Nintendo,N64,2000,Sports,Nintendo,0,0,0.07,0,0.07
Disaster: Day of Crisis,Nintendo,Wii,2008,Action,Nintendo,0,0.03,0.04,0,0.07
Famicom Mini: Hikari Shinwa: Palutena no Kagami,Nintendo,GBA,2004,Platform,Nintendo,0,0,0.07,0,0.07
Famicom Mini: Nazo no Murasame-Jou,Nintendo,GBA,2004,Action,Nintendo,0,0,0.07,0,0.07
Famicom Mini: Wrecking Crew,Nintendo,GBA,2004,Puzzle,Nintendo,0,0,0.07,0,0.07
DS Uranai Seikatsu,Nintendo,DS,2009,Misc,Nintendo,0,0,0.07,0,0.07
Make 10: A Journey of Numbers,Nintendo,DS,2007,Puzzle,Nintendo,0,0,0.07,0,0.07
Kanji Sonomama DS Rakubiki Jiten,Nintendo,DS,2006,Misc,Nintendo,0,0,0.07,0,0.07
Mario Tennis,Nintendo,Wii,2010,Sports,Nintendo,0,0.06,0,0.01,0.07
Devil's Third,Nintendo,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.07
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,Nintendo,3DS,2014,Action,Nippon,0,0,0.07,0,0.07
The Guided Fate Paradox,Sony,PS3,2013,Role-Playing,Nippon,0,0,0.06,0,0.07
Ys VIII: Lacrimosa of Dana,Sony,PS4,2017,Role-Playing,Nippon,0,0,0.07,0,0.07
Mugen Souls Z,Sony,PS3,2013,Role-Playing,Nippon,0.02,0.01,0.04,0.01,0.07
Natural Doctrine,Sony,PSV,2014,Role-Playing,Nippon,0.02,0.01,0.03,0.01,0.07
Criminal Girls: Invite Only,Sony,PSV,2013,Role-Playing,Nippon,0.01,0.01,0.04,0.01,0.07
Parlor! Mini 2,Nintendo,SNES,1996,Misc,Nippon,0,0,0.07,0,0.07
Legend of Kay,Nintendo,WiiU,2015,Action,Nordic Games,0.04,0.02,0,0.01,0.07
The Book of Unwritten Tales 2,Sony,PS4,2015,Adventure,Nordic Games,0,0.06,0,0.01,0.07
Jewel Time Deluxe,Nintendo,DS,2011,Puzzle,O-Games,0.04,0.03,0,0.01,0.07
My Dress-Up,Nintendo,DS,2008,Misc,Oxygen,0.06,0.01,0,0.01,0.07
Dave Mirra BMX Challenge,Sony,PSP,2006,Sports,Oxygen,0.06,0,0,0.01,0.07
NOëL: La Neige,Sony,PS,1998,Adventure,Pioneer,0,0,0.07,0,0.07
Titanic Mystery,Nintendo,DS,2010,Puzzle,PlayV,0.05,0.01,0,0.01,0.07
Chaos;Child,Sony,PSV,2015,Adventure,PQube,0,0,0.07,0,0.07
Myst,Sony,PS,1995,Adventure,Psygnosis,0,0,0.07,0,0.07
Blast Radius,Sony,PS,1998,Action,Psygnosis,0.04,0.03,0,0,0.07
DefCon 5,Sony,PS,1995,Shooter,Psygnosis,0.04,0.03,0,0,0.07
Totaled!,Microsoft,XB,2002,Racing,Rage,0.05,0.02,0,0,0.07
In The Groove,Sony,PS2,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07
Rogue Trooper: Quartz Zone Massacre,Nintendo,Wii,2009,Shooter,Reef Entertainment,0.06,0,0,0.01,0.07
Broken Sword 5: The Serpent's Curse,Sony,PS4,2015,Adventure,Revolution,0,0.06,0,0.01,0.07
River King: Mystic Valley (US sales),Nintendo,DS,2007,Sports,Rising Star,0.07,0,0,0,0.07
"Flower, Sun, and Rain",Nintendo,DS,2008,Adventure,Rising Star,0.06,0,0,0,0.07
Baroque,Nintendo,Wii,2008,Role-Playing,Rising Star,0.07,0,0,0.01,0.07
Beyblade Evolution,Nintendo,3DS,2013,Action,Rising Star,0.04,0.02,0,0.01,0.07
Billy's Boot Camp: Wii de Enjoy Diet!,Nintendo,Wii,2011,Sports,Rocket Company,0,0,0.07,0,0.07
Eiken DS,Nintendo,DS,2007,Misc,Rocket Company,0,0,0.07,0,0.07
Winter Sports 2: The Next Challenge,Microsoft,X360,2008,Sports,RTL,0.06,0.01,0,0.01,0.07
Galerians: Ash,Sony,PS2,2002,Adventure,Sammy,0.03,0.03,0,0.01,0.07
Goosebumps HorrorLand,Sony,PS2,2008,Adventure,Scholastic,0.04,0.03,0,0.01,0.07
Futurama,Sony,PS2,2003,Platform,SCi,0.04,0.03,0,0.01,0.07
Worms Forts: Under Siege,Microsoft,XB,2004,Strategy,Sega,0.05,0.01,0,0,0.07
NCAA College Football 2K3,Nintendo,GC,2002,Sports,Sega,0.05,0.01,0,0,0.07
